Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
1115,12/5/25,N,San Jose St.,MWC,San Diego,H,"W, 86-69",116.1,92.3,73,117.9,60.9,30.2,57.7,49.1,94.6,39.4,15.1,38.8,23.9,93.4,18,3.99,3.99,W,86-69,86,69,17
1116,12/2/25,N,Utah,B12,California,A,"L, 79-72",116.1,107,68.2,105.6,49.2,14.7,26.3,32.2,115.8,51.8,14.7,26.7,43.6,71.8,-1,0.0,5.02,L,79-72,72,79,-7
1118,12/19/25,N,BYU,B12,Abilene Christian,H,"W, 85-67",116,103.2,71.6,118.8,66.7,25.2,30,95.2,93.6,44.9,22.4,33.3,25.4,79.3,5,4.53,4.53,W,85-67,85,67,18
1119,12/23/25,N,St. John's,BE,Harvard,H,"W, 85-59",116,96,67.9,125.2,57.3,17.7,46.7,29,86.9,47.2,22.1,19.4,20.8,89.8,8,3.48,3.48,W,85-59,85,59,26
1122,12/15/25,N,VCU,A10,Niagara,H,"W, 84-58",116,114.3,62.9,133.6,64.8,15.9,36.7,38.9,92.2,39.2,15.9,38.1,12.3,54.2,6,4.01,4.01,W,84-58,84,58,26
1129,12/17/25,N,UAB,Amer,Cleveland St.,H,"W, 101-77",115.9,115.8,74,136.6,62.1,9.5,36.1,43.9,104.1,54.3,18.9,15.6,25.9,50.4,4,3.41,3.41,W,101-77,101,77,24
1131,12/2/25,N,Eastern Michigan,MAC,Butler,A,"L, 84-68",115.9,115,65.1,104.5,48.3,16.9,26.5,22.4,129,61.6,15.4,39.3,33.9,52.4,-5,0.0,4.52,L,84-68,68,84,-16
1137,12/3/25,N,Santa Clara,WCC,Utah Tech,H,"W, 90-80",115.9,106,76.5,117.7,54.6,18.3,45,17.1,104.6,57.1,28.8,43.8,12.7,73.5,12,2.3,2.3,W,90-80,90,80,10
1139,12/2/25,N,George Washington,A10,Army,A,"W, 84-70",115.8,113.1,67.5,124.4,52.8,16.3,35.5,59.3,103.7,57.9,16.3,14.7,10.5,56.6,5,0.0,5.04,W,84-70,84,70,14
1146,12/6/25,N,West Virginia,B12,Wake Forest,N,"L, 75-66",115.8,116.9,60.8,108.5,46.2,29.6,57.6,46.2,123.3,59.6,18.1,45.2,19.3,47.4,-6,0.0,4.43,L,75-66,66,75,-9
1148,12/22/25,N,Wisconsin,B10,Central Michigan,H,"W, 88-61",115.7,102,67.2,130.9,65.7,13.4,31,48.1,90.8,45.4,11.9,5.9,31.5,81,10,3.01,3.01,W,88-61,88,61,27
1151,12/11/25,N,Iowa St.,B12,Iowa,H,"W, 66-62",115.7,92.7,61.6,107.1,47.1,14.6,30.3,44.2,100.6,57.8,26,30.8,9.8,92.7,-1,5.32,5.32,W,66-62,66,62,4
1155,12/2/25,N,Florida,SEC,Duke,A,"L, 67-66",115.6,92.1,65.2,101.3,42.5,20,47.6,17.9,102.8,50.9,18.4,31.4,28.6,93.2,-5,0.0,3.8,L,67-66,66,67,-1
1157,12/20/25,N,Vermont,AE,Iona,H,"L, 83-78",115.6,120.8,68,114.7,51.5,7.4,24.4,20.9,122,60,8.8,18.5,43.6,37.6,0,2.11,2.11,L,83-78,78,83,-5
1164,12/7/25,N,Yale,Ivy,Illinois Chicago,H,"W, 80-66",115.5,107,65.2,122.7,50.9,13.8,38.2,50,101.2,39.2,12.3,36.4,26.2,70.6,4,2.39,2.39,W,80-66,80,66,14
1167,12/21/25,N,Pittsburgh,ACC,Penn St.,N,"W, 80-46",115.5,72.1,65,123.1,60,13.9,30.3,23.3,70.8,36.4,18.5,17.9,16.4,99.6,13,0.0,2.7,W,80-46,80,46,34
1173,12/13/25,N,Seton Hall,BE,Rutgers,H,"W, 81-59",115.4,93.1,67.6,119.9,58.1,22.2,50,19.4,87.3,41.5,26.6,40.5,41.5,92.2,10,3.03,3.03,W,81-59,81,59,22
1179,12/13/25,N,Arizona St.,B12,Santa Clara,N,"W, 82-79",115.3,102.8,73,112.3,64.2,21.9,26.9,35.8,108.1,50.8,20.5,33.3,26.6,78.9,-6,0.0,4.01,W,82-79,82,79,3
1187,12/13/25,N,Chattanooga,SC,Auburn,N,"L, 92-78",115.2,115,70,111.4,51.7,8.6,12.5,33.9,131.4,59.4,18.6,46.7,69.8,50.6,-7,0.0,3.99,L,92-78,78,92,-14
1189,12/3/25,N,Eastern Kentucky,ASun,Illinois St.,A,"L, 89-78",115.2,117.9,71.2,109.5,53.4,18.3,28.2,39,125,64,16.9,28.6,35.1,43.1,-9,0.0,2.64,L,89-78,78,89,-11
1196,12/14/25,N,Missouri,SEC,Bethune Cookman,H,"W, 82-60",115.1,93.9,67.1,122.2,63.6,22.4,42.3,18.6,89.4,48.9,23.8,17.9,46.7,91.2,12,6.47,6.47,W,82-60,82,60,22
1198,12/2/25,N,Dayton,A10,East Tennessee St.,H,"W, 88-71",115.1,96.3,73.9,119.1,60,20.3,33.3,70,96.1,52.7,29.8,35.5,26.8,88.6,9,4.72,4.72,W,88-71,88,71,17
1202,12/6/25,N,California,ACC,Pacific,H,"W, 67-61",115.1,97.1,60.8,110.1,54,14.8,27.3,46,100.3,42.7,19.7,45,16.1,87.5,9,2.49,2.49,W,67-61,67,61,6
1206,12/16/25,N,Kansas,B12,Towson,H,"W, 73-49",115.1,82.6,63.7,114.6,53.3,14.1,34.3,23.3,77,29.7,17.3,41.5,17.4,97.9,12,5.18,5.18,W,73-49,73,49,24
1210,12/13/25,N,Vanderbilt,SEC,Central Arkansas,H,"W, 83-72",115,97.6,75.1,110.5,50.8,17.3,33.3,34.4,95.8,43.4,16,23.3,44.3,86.9,15,3.2,3.2,W,83-72,83,72,11
1211,12/3/25,N,Seton Hall,BE,Central Connecticut,H,"W, 77-61",115,105.5,63.4,121.4,55.1,12.6,32.4,25.4,96.2,51,23.7,25.8,23.5,73,9,3.03,3.03,W,77-61,77,61,16
1212,12/7/25,N,Cornell,Ivy,Samford,A,"L, 93-90",115,122.2,76.8,117.1,50.7,11.7,37,25,121,60.3,14.3,24.2,56.9,33.2,3,0.0,2.64,L,93-90,90,93,-3
1215,12/13/25,N,West Virginia,B12,Ohio St.,N,"L, 89-88",115,95.9,66,106.7,49.2,20.6,31.7,54,107.9,47.2,14.5,32.6,34.7,89,5,0.0,4.43,L,89-88,88,89,-1
1217,12/10/25,N,Arkansas Pine Bluff,SWAC,Tulsa,A,"L, 117-84",114.9,129.4,77.3,108.7,57.9,19.4,24.1,36.8,151.4,68.3,12.9,36.7,58.7,20.4,-10,0.0,2.52,L,117-84,84,117,-33
1218,12/1/25,N,Colorado,B12,Cal Baptist,H,"W, 78-70",114.9,108,68.1,114.6,50.9,14.7,36.4,58.5,102.8,41.9,16.2,32.6,38.7,67,-2,5.23,5.23,W,78-70,78,70,8
1219,12/13/25,N,Northwestern,B10,Jackson St.,H,"W, 93-53",114.9,89.4,72.7,127.9,56.2,13.8,34.4,69.6,72.9,33.9,17.9,19,41.1,94.7,12,2.72,2.72,W,93-53,93,53,40
1220,12/20/25,N,Liberty,CUSA,Dayton,A,"W, 64-61",114.9,99.1,59.7,107.2,55.6,10.1,13.3,16.7,102.2,46.2,16.8,31.4,28.3,84.5,-2,0.0,2.75,W,64-61,64,61,3
1225,12/10/25,N,Massachusetts,MAC,Boston College,N,"W, 76-74",114.8,110.4,70.5,107.8,50.8,21.3,43.6,38.7,104.9,40.5,12.8,35,60.3,61.1,3,0.0,3.68,W,76-74,76,74,2
1226,12/22/25,N,Fairleigh Dickinson,NEC,Boston College,A,"L, 72-61",114.8,118.7,60.3,101.1,42.9,9.9,31.7,15.9,119.4,52.7,11.6,37.8,45.5,40.4,3,0.0,0.32,L,72-61,61,72,-11
1228,12/10/25,N,San Diego St.,MWC,Lamar,H,"W, 89-71",114.8,101.5,76.1,116.9,55,17.1,36.4,51.7,93.3,48.3,23.6,24.3,34.5,80.5,10,4.18,4.18,W,89-71,89,71,18
1229,12/3/25,N,Southern Illinois,MVC,High Point,A,"W, 86-84",114.8,103.6,74,116.2,56.7,16.2,33.3,20.9,113.5,50.8,14.9,30.2,36.9,76.5,-3,0.0,3.59,W,86-84,86,84,2
1231,12/7/25,N,Utah St.,MWC,Charlotte,A,"W, 79-53",114.8,84.5,64.8,122,54.3,9.3,30,32.8,81.8,41.2,29.3,38.9,39.2,97.2,8,0.0,4.72,W,79-53,79,53,26
1236,12/20/25,N,Louisville,ACC,Montana,H,"W, 94-54",114.7,81.2,74.6,126,61.5,18.8,40,29.2,72.4,38.7,25.5,10.5,28.3,98.1,13,3.64,3.64,W,94-54,94,54,40
1240,12/13/25,N,Miami OH,MAC,Eastern Kentucky,A,"W, 79-69",114.6,102.1,67.4,117.3,62.3,13.4,22.6,14.8,102.4,41.9,20.8,43.2,35.5,78.9,9,0.0,3.04,W,79-69,79,69,10
1242,12/18/25,C,Bradley,MVC,Indiana St.,A,"W, 108-99",114.5,111,68.8,114.1,51.1,8.5,27.8,30.3,104.6,49.3,14.8,20,61.4,58.8,1,0.0,5.02,W,108-99,108,99,9
1243,12/13/25,N,Kentucky,SEC,Indiana,H,"W, 72-60",114.5,86.9,66.9,107.6,40.5,6,32.6,65.5,89.7,38.6,26.9,28.6,65.9,96,-1,3.43,3.43,W,72-60,72,60,12
1244,12/20/25,C,James Madison,SB,Georgia Southern,A,"L, 96-92",114.5,116.2,70,116.8,51.6,17.8,44.7,61.3,121.8,48.5,7.6,27.3,57.4,45.9,3,0.0,3.0,L,96-92,92,96,-4
1245,12/13/25,N,Utah,B12,Mississippi St.,N,"L, 82-74",114.5,109.2,69.8,106,52.8,20,25,45.3,117.4,58.5,11.5,24.2,13.8,63.4,6,0.0,5.02,L,82-74,74,82,-8
1248,12/7/25,N,SMU,ACC,Texas A&M,N,"W, 93-80",114.5,87.6,75.3,109.8,50.8,13,23.5,42.4,94.4,40.8,18.9,35.6,47.9,95.6,5,0.0,3.61,W,93-80,93,80,13
1249,12/18/25,N,Western Carolina,SC,Georgia,A,"L, 112-82",114.5,120.9,80.5,101.8,57.1,19.9,17.6,27,139.1,68.6,13.7,31,67.8,34.7,-14,0.0,3.44,L,112-82,82,112,-30
1256,12/9/25,N,USC,B10,San Diego,A,"W, 94-81",114.4,105.2,78.5,119.7,71.3,26.7,24,74.5,103.2,46.2,17.8,30.2,36.4,72.5,4,0.0,2.82,W,94-81,94,81,13
1260,12/2/25,N,North Texas,Amer,Houston Christian,H,"W, 77-75",114.3,124.1,62.1,124,72.3,24.1,34.6,40.4,120.7,56,6.4,21.2,64,27.9,1,2.99,2.99,W,77-75,77,75,2
1261,12/6/25,N,Tennessee,SEC,Illinois,N,"L, 75-62",114.3,100.5,61.6,100.6,41.5,21.1,53.5,27.7,121.8,57.8,9.7,32.4,24.1,81.4,-3,0.0,4.74,L,75-62,62,75,-13
1262,12/13/25,N,Memphis,Amer,Louisville,A,"L, 99-73",114.3,116.9,71.7,101.8,43.4,15.3,38.1,29.4,138.1,72.2,18.1,32,46.3,43.5,-14,0.0,4.85,L,99-73,73,99,-26
1263,12/2/25,N,North Carolina,ACC,Kentucky,A,"W, 67-64",114.3,91.6,63.8,105,45.3,18.8,47.6,23.4,100.3,44.3,14.1,27.6,41.5,92.8,-2,0.0,4.21,W,67-64,67,64,3
1264,12/18/25,N,TCU,B12,Oral Roberts,H,"W, 72-53",114.3,93,59.9,120.2,51.8,13.4,46.9,37.5,88.5,46.2,23.4,28.1,15.4,91.4,14,3.65,3.65,W,72-53,72,53,19
1267,12/22/25,N,Syracuse,ACC,Stonehill,H,"W, 77-48",114.3,96.2,61.9,124.3,56.2,8.1,33.3,51.8,77.5,34.9,24.2,32.6,32.1,87.8,10,2.28,2.28,W,77-48,77,48,29
1269,12/3/25,N,Bucknell,Pat,Akron,A,"L, 97-77",114.2,119.9,68.6,112.2,50.7,13.1,34.1,9.9,141.3,66.1,7.3,29,37.1,36.5,-8,0.0,3.3,L,97-77,77,97,-20
1272,12/3/25,N,Columbia,Ivy,Hofstra,H,"W, 72-70",114.2,101.8,66,109,51.7,18.2,31.4,27.6,106,50,15.1,28.6,40,79,6,1.61,1.61,W,72-70,72,70,2
1273,12/21/25,N,Charlotte,Amer,Illinois Chicago,H,"W, 88-76",114.2,114.5,63.4,123.4,50.9,18.2,47.1,61.4,106.6,47.7,18.2,37.2,32.3,49.3,-3,3.9,3.9,W,88-76,88,76,12
1274,12/20/25,N,Iona,MAAC,Vermont,A,"W, 83-78",114.2,110.1,68,122,60,8.8,18.5,43.6,114.7,51.5,7.4,24.4,20.9,60.4,0,0.0,2.55,W,83-78,83,78,5
1276,12/9/25,N,San Jose St.,MWC,Long Beach St.,H,"W, 89-83",114.2,123.2,63.3,124.9,63.9,16.8,25.9,50,116.5,53,21.1,50,20.9,29.6,1,3.99,3.99,W,89-83,89,83,6
1278,12/13/25,N,San Diego,WCC,Northern Arizona,H,"W, 78-69",114.2,112.2,66.5,117.2,60,21,32.1,48,103.7,54.8,25.6,32.1,26.9,54.9,6,1.83,1.83,W,78-69,78,69,9
1284,12/10/25,N,St. Bonaventure,A10,Colgate,H,"W, 85-77",114.1,114.4,69.7,121.9,50.8,17.2,43.2,36.9,110.5,50,8.6,36.6,28.4,49.2,-4,3.36,3.36,W,85-77,85,77,8
1285,12/14/25,N,Radford,BSth,Coppin St.,H,"W, 107-77",114.1,122.7,78,137.2,74.2,17.9,33.3,33.9,98.7,55.4,29.5,27.3,33.9,30.2,9,2.33,2.33,W,107-77,107,77,30
1286,12/10/25,N,Idaho,BSky,Notre Dame,A,"L, 80-65",114.1,116.3,62.8,103.6,48.3,9.6,20,17.2,127.5,59.8,14.3,35.5,16.4,44.4,-4,0.0,3.26,L,80-65,65,80,-15
1292,12/13/25,N,Colorado,B12,UTSA,H,"W, 88-64",114.1,103.3,72.3,121.7,55.8,15.2,45.9,24.6,88.5,43.8,22.1,32.6,25,75.8,7,5.23,5.23,W,88-64,88,64,24
1293,12/22/25,N,Bethune Cookman,SWAC,Arizona,A,"L, 107-71",114,112.2,79.1,89.8,56.7,27.8,12.9,34.6,135.3,64.3,19,45.5,55.6,54.6,-11,0.0,2.32,L,107-71,71,107,-36
1302,12/13/25,N,Duquesne,A10,Nevada,A,"L, 78-75",113.9,108,67.3,111.4,48.3,19.3,37.8,33.9,115.8,48.2,11.9,33.3,57.1,64.8,-5,0.0,2.36,L,78-75,75,78,-3
1304,12/9/25,C,Penn St.,B10,Indiana,A,"L, 113-72",113.9,136.8,73.3,98.2,50.9,19.1,25,39.3,154.2,82.8,13.6,23.5,24.6,10.9,-23,0.0,3.69,L,113-72,72,113,-41
1308,12/1/25,N,Villanova,BE,Temple,H,"W, 74-56",113.9,96.4,57.8,127.9,51.6,15.6,53.8,24.2,96.8,46.7,17.3,21.4,39.1,87.1,4,3.52,3.52,W,74-56,74,56,18
1314,12/6/25,N,Florida St.,ACC,Houston,N,"L, 82-67",113.8,104.8,69.4,96.5,47.4,27.4,41,31.6,118.1,57.7,18.7,36.4,13.8,71.9,-9,0.0,3.85,L,82-67,67,82,-15
1318,12/19/25,N,California,ACC,Morgan St.,H,"W, 97-50",113.8,90.2,69.5,139.6,69.4,13,21.7,42.6,72,36.8,20.2,16.2,35.8,93.5,16,2.49,2.49,W,97-50,97,50,47
1325,12/13/25,N,Creighton,BE,Kansas St.,H,"L, 83-76",113.7,117.8,66.6,114.1,49.2,10.5,28.9,23.8,124.6,51.5,10.5,38.5,22.1,40,-8,3.97,3.97,L,83-76,76,83,-7
1326,12/18/25,N,North Florida,ASun,Charleston Southern,A,"L, 113-90",113.7,142.7,80.2,112.2,53,11.2,16.2,37.9,140.9,73.8,15,22.6,30.8,6.9,-11,0.0,2.87,L,113-90,90,113,-23
1327,12/6/25,N,Tennessee Tech,OVC,West Georgia,A,"W, 87-59",113.7,96.9,69.8,124.6,64.9,15.8,24,28.1,84.5,41.1,20.1,23.7,33.9,86.2,6,0.0,2.84,W,87-59,87,59,28
1330,12/13/25,N,Santa Clara,WCC,Arizona St.,N,"L, 82-79",113.6,102,73,108.1,50.8,20.5,33.3,26.6,112.3,64.2,21.9,26.9,35.8,77.6,6,0.0,2.3,L,82-79,79,82,-3
1331,12/21/25,N,Charleston,CAA,Northern Kentucky,A,"W, 85-74",113.6,103.5,73.7,115.4,61.3,20.4,32.1,54.7,100.4,46.9,23.1,35.9,25,74.3,4,0.0,2.52,W,85-74,85,74,11
1335,12/21/25,N,San Francisco,WCC,Morgan St.,H,"W, 94-64",113.6,111,68.7,136.8,60.6,16,48.3,86.5,93.2,50,17.5,15.2,37.3,56.7,10,2.82,2.82,W,94-64,94,64,30
1338,12/20/25,N,Robert Morris,Horz,Saint Francis,A,"W, 79-70",113.6,124.4,63.8,123.8,66,18.8,24,48.9,109.7,53.3,11,25,16.4,26,2,0.0,1.63,W,79-70,79,70,9
1342,12/14/25,N,Boise St.,MWC,Saint Mary's,N,"W, 68-67",113.5,87.5,69,98.5,53.8,21.7,14.8,26.9,97.1,41.2,14.5,28.6,42.1,95.3,6,0.0,3.59,W,68-67,68,67,1
1344,12/13/25,N,Florida,SEC,George Washington,N,"W, 80-70",113.5,88.1,71.8,111.3,55.6,18.1,35.3,61.1,97.4,48.5,16.7,29.5,29.2,94.9,8,0.0,3.8,W,80-70,80,70,10
1345,12/18/25,N,Hampton,CAA,Jackson St.,N,"W, 84-77",113.5,117.7,71.7,117.2,55.8,20.9,34.5,59.6,107.4,55.2,16.7,18.8,27.6,39.8,5,0.0,1.47,W,84-77,84,77,7
1354,12/6/25,N,Murray St.,MVC,Bellarmine,H,"W, 81-68",113.4,100.8,65.4,123.8,62.3,19.9,38.5,19.3,104,57.1,16.8,7.4,32.7,79.5,13,1.44,1.44,W,81-68,81,68,13
1355,12/2/25,N,Connecticut,BE,Kansas,A,"W, 61-56",113.4,84.1,62.4,97.8,48.2,20.8,32.4,14,89.8,40.2,16,25,41.2,96.9,-2,0.0,3.86,W,61-56,61,56,5
1365,12/17/25,N,Cincinnati,B12,Alabama St.,H,"W, 88-51",113.3,79.2,69.6,126.4,55.2,10.1,36.1,29.9,73.3,31.9,15.8,34.7,17.4,98.4,17,3.67,3.67,W,88-51,88,51,37
1368,12/13/25,N,Bryant,AE,Marist,H,"L, 82-74",113.3,129,68.8,107.6,60.6,23.3,20.7,30.8,119.2,56.4,16,30.8,38.2,18.3,-6,1.21,1.21,L,82-74,74,82,-8
1369,12/2/25,N,Kentucky,SEC,North Carolina,H,"L, 67-64",113.3,95.5,63.8,100.3,44.3,14.1,27.6,41.5,105,45.3,18.8,47.6,23.4,87.7,2,3.43,3.43,L,67-64,64,67,-3
1370,12/18/25,N,Long Beach St.,BW,Pepperdine,H,"W, 81-78",113.3,123,69.9,115.9,58.9,12.9,17.2,33.9,111.6,66,25.8,23.8,18.9,27.9,-2,3.57,3.57,W,81-78,81,78,3
1373,12/6/25,N,Eastern Washington,BSky,UMKC,H,"W, 90-66",113.3,100.5,76.2,118.2,53.8,18.4,42.1,39.4,86.7,49.1,27.6,29,38.9,79.9,14,3.94,3.94,W,90-66,90,66,24
1374,12/22/25,N,Georgia,SEC,West Georgia,H,"W, 103-74",113.3,99.2,83.6,123.2,51.9,12,45.7,42.3,88.5,42.1,20.3,22.7,22.9,82.2,12,4.29,4.29,W,103-74,103,74,29
1381,12/7/25,N,Missouri,SEC,Kansas,A,"L, 80-60",113.2,107.5,65.7,91.4,40.2,15.2,35.6,34.4,121.8,53.5,13.7,38.7,45.6,64.2,-7,0.0,6.47,L,80-60,60,80,-20
1382,12/19/25,N,Western Kentucky,CUSA,Tulsa,H,"L, 82-81",113.2,104.4,70.8,114.4,50.8,11.3,27,39.3,115.8,55.7,12.7,17.1,60.4,71.6,3,2.1,2.1,L,82-81,81,82,-1
1388,12/13/25,N,Mercer,SC,Clemson,A,"L, 70-63",113.1,96.8,63.7,98.9,53.7,14.1,9.7,18.5,109.9,53.7,14.1,25.8,29.6,85.7,0,0.0,4.36,L,70-63,63,70,-7
1391,12/21/25,N,Arizona St.,B12,Oregon St.,H,"L, 78-75",113.1,116.4,66.7,112.5,48.2,13.5,24.2,42.9,117,52.6,18,40,36.8,42,1,4.01,4.01,L,78-75,75,78,-3
1406,12/7/25,N,Radford,BSth,Saint Francis,H,"W, 89-56",113,96.6,69.5,128.1,63.7,17.3,32.3,22.6,80.6,41.8,20.1,24.4,11.5,85.8,13,2.33,2.33,W,89-56,89,56,33
1409,12/6/25,N,South Carolina,SEC,Stetson,H,"W, 82-51",113,96.6,63.6,128.9,65.5,20.4,45.5,21.8,80.2,35.7,11,20.5,32.1,85.8,10,2.23,2.23,W,82-51,82,51,31
1416,12/9/25,N,Colorado St.,MWC,Dartmouth,H,"W, 76-55",112.9,96,63.1,120.4,67.6,19,19,5.6,87.1,49,23.8,25,15.4,86.6,8,5.19,5.19,W,76-55,76,55,21
1422,12/6/25,N,Butler,BE,Boise St.,H,"L, 77-68",112.8,107.8,67.2,101.2,48.3,11.9,23.7,28.3,114.6,44.4,11.9,42.1,41.3,62.7,-2,4.09,4.09,L,77-68,68,77,-9
1423,12/10/25,N,South Florida,Amer,Charleston,H,"W, 81-75",112.8,113.5,67.9,119.3,47.1,11.8,45.7,33.3,110.5,44.4,17.7,39.5,40.3,48.2,2,2.79,2.79,W,81-75,81,75,6
1426,12/3/25,N,Louisville,ACC,Arkansas,A,"L, 89-80",112.8,104.8,75.6,105.8,47.1,11.9,30,25.7,117.7,46.3,13.2,42.9,52.2,70,-10,0.0,3.64,L,89-80,80,89,-9
1429,12/2/25,N,Oklahoma St.,B12,Sam Houston St.,H,"W, 93-83",112.8,107.9,78.8,118.1,56.1,19,40,42.4,105.4,52.1,17.8,31,15.5,62.5,0,6.52,6.52,W,93-83,93,83,10
1434,12/18/25,N,Oklahoma St.,B12,UMKC,H,"W, 91-79",112.8,118.7,77.2,117.8,62.1,20.7,37.9,30.6,102.3,45.5,15.5,26.8,32.8,35.9,6,6.52,6.52,W,91-79,91,79,12
1437,12/6/25,N,Baylor,B12,Memphis,A,"L, 78-71",112.7,105.7,70.9,100.2,42.2,18.3,41.9,39.1,110.1,43.4,12.7,40.9,36.8,67.6,-2,0.0,3.83,L,78-71,71,78,-7
1440,12/13/25,N,St. John's,BE,Iona,H,"W, 91-64",112.7,90.6,76.1,119.6,60.3,22.3,34.5,43.1,84.1,41.5,17.1,27.3,9.9,92.5,6,3.48,3.48,W,91-64,91,64,27
1441,12/16/25,N,Duke,ACC,Lipscomb,H,"W, 97-73",112.7,97.8,82.5,117.6,58,26.7,52.6,31.9,88.5,45.1,19.4,7.9,32.8,83.7,3,3.7,3.7,W,97-73,97,73,24
1442,12/3/25,N,Ohio,MAC,Maine,H,"W, 79-57",112.7,107.8,65.5,120.5,50.7,16.8,52.6,9.9,87,45.5,24.4,29.4,18.2,62.5,11,4.74,4.74,W,79-57,79,57,22
1443,12/19/25,N,Florida St.,ACC,Mississippi Valley S,H,"W, 96-49",112.7,82.5,74.4,129,55.8,13.4,40.5,34.8,65.8,39.4,33.6,26.5,46.8,97.3,25,3.85,3.85,W,96-49,96,49,47
1444,12/2/25,N,Missouri,SEC,Notre Dame,A,"L, 76-71",112.7,101.5,68.7,103.3,50,17.5,25.7,46.3,110.6,56.5,18.9,24.1,33.3,77,1,0.0,6.47,L,76-71,71,76,-5
1447,12/17/25,N,Oregon,B10,Portland,H,"W, 94-69",112.7,97.8,78.8,119.3,58.6,19,30.3,35.9,87.6,46,21.6,25,22.2,83.7,8,3.26,3.26,W,94-69,94,69,25
1455,12/6/25,N,Santa Clara,WCC,New Mexico,A,"L, 98-71",112.6,125.2,71.5,99.2,44.9,21,40.9,17.4,137,67.5,16.8,34.6,42.1,22.8,-8,0.0,2.3,L,98-71,71,98,-27
1456,12/3/25,N,Rice,Amer,Texas St.,H,"W, 77-72",112.6,114.7,67.9,113.4,50,19.1,38.9,52.7,106,46,16.2,37.5,30.2,44.8,2,2.39,2.39,W,77-72,77,72,5
1461,12/6/25,N,Furman,SC,Harvard,H,"W, 79-69",112.5,104.3,68.4,115.6,64.3,23.4,26.1,40.8,100.9,50.8,13.2,22.9,17.7,70.5,7,3.75,3.75,W,79-69,79,69,10
1462,12/10/25,N,Houston,B12,Jackson St.,H,"W, 80-38",112.5,73,64.3,124.5,56.2,17.1,46.2,20,59.1,39.8,38.9,22.6,11.4,99.3,16,5.41,5.41,W,80-38,80,38,42
1473,12/6/25,N,Missouri St.,CUSA,Tulsa,A,"L, 98-74",112.4,128.2,67.1,110.2,61.8,20.9,21.9,37.3,146,58.7,10.4,47.2,47.6,18,-12,0.0,5.55,L,98-74,74,98,-24
1477,12/12/25,N,Texas,SEC,Connecticut,A,"L, 71-63",112.4,94.8,66.2,95.1,41.5,18.1,37.1,52.8,107.2,60.4,22.6,28,24.5,87.7,-6,0.0,5.44,L,71-63,63,71,-8
1482,12/13/25,N,Stony Brook,CAA,Central Michigan,H,"W, 78-55",112.3,90.7,64.1,121.6,68.4,31.2,54.2,30.6,85.8,37.7,12.5,17.9,26.3,92.1,16,2.08,2.08,W,78-55,78,55,23
1487,12/3/25,N,Tennessee Tech,OVC,Lipscomb,A,"L, 83-80",112.3,111.8,74.3,107.7,54,16.2,27.8,27,111.7,53.1,14.8,26.3,30.8,51.4,-1,0.0,2.84,L,83-80,80,83,-3
1488,12/17/25,N,Texas Southern,SWAC,N.C. State,A,"L, 108-72",112.3,130.8,71.2,101.2,43.8,18.3,34.9,30.8,151.8,63.4,9.8,48.6,40.3,14.7,-19,0.0,3.19,L,108-72,72,108,-36
1490,12/2/25,N,Penn St.,B10,Campbell,H,"W, 87-76",112.2,109.5,73,119.3,56,9.6,20,43.1,104.2,51.6,23.3,38.5,29.7,56.9,5,3.69,3.69,W,87-76,87,76,11
1496,12/13/25,N,Southern Utah,WAC,Washington,A,"L, 105-69",112.2,132.5,71.3,96.7,50,15.4,23.1,15.6,147.2,60.4,2.8,37.1,31.9,12.9,-13,0.0,4.05,L,105-69,69,105,-36
1497,12/23/25,N,UCLA,B10,UC Riverside,H,"W, 97-65",112.2,91.3,78.1,124.1,55.1,12.8,32.4,38.2,83.2,45.4,28.2,27.8,42.6,91.5,11,4.03,4.03,W,97-65,97,65,32
1499,12/13/25,N,Arkansas St.,SB,Rice,A,"L, 77-76",112.1,109.9,69,110.2,52.5,15.9,34.2,31.1,111.6,48.4,10.1,28.6,35.9,55.7,7,0.0,4.74,L,77-76,76,77,-1
1500,12/6/25,N,Auburn,SEC,Arizona,A,"L, 97-68",112.1,111,74.3,91.5,38.1,20.2,35.6,39.7,130.6,65.7,17.5,37.9,17.9,53,-13,0.0,3.32,L,97-68,68,97,-29
1506,12/3/25,N,Holy Cross,Pat,Northeastern,H,"W, 76-59",112,92,66.5,114.3,58,15,22.2,23.2,88.7,45.9,19.6,26.8,13.1,90.6,11,3.25,3.25,W,76-59,76,59,17
1509,12/6/25,N,St. Bonaventure,A10,Buffalo,A,"W, 77-69",112,97.6,66.9,115,54.2,25.4,51.5,23.3,103.1,62,25.4,20.8,22,83.1,7,0.0,3.36,W,77-69,77,69,8
1511,12/16/25,C,Belmont,MVC,Evansville,A,"W, 83-78",111.9,105.7,76.1,109,56,18.4,20.6,43.1,102.4,47.5,17.1,24.4,39.3,65.8,7,0.0,3.89,W,83-78,83,78,5
1513,12/21/25,N,Chattanooga,SC,Alabama A&M,A,"W, 73-66",111.9,109,63.8,114.5,59.6,12.5,15.6,30.8,103.5,44.5,12.5,23.1,41.8,57.5,4,0.0,3.99,W,73-66,73,66,7
